k_ind,t_sim,P_1,P_2,X_1,X_2,X_3,Y_m_1,Y_m_2
813,13.55,2.7,3,731.452652682411,567.636021085662,435.198193480803,731.653273308807,432.595405195166
814,13.5666666666667,2.7,3,731.427896912608,567.923639689307,434.905851186214,730.94354082166,445.697705661586
815,13.5833333333333,2.7,3,731.403465111199,568.21088928308,434.613885774314,731.757567756675,413.991734627246
816,13.6,2.7,3,731.379350249446,568.497766555246,434.322300543719,731.326431069125,441.039588215128
817,13.6166666666667,2.7,3,731.355545465411,568.784268297151,434.031098689983,730.659325909516,442.117893576968
818,13.6333333333333,2.7,3,731.332044059826,569.070391400587,433.740283308234,731.451775802537,436.033098069268
819,13.65,2.7,3,731.308839492057,569.35613285524,433.449857395733,731.109847793677,425.177543453125
820,13.6666666666667,2.7,3,731.285925376188,569.64148974619,433.159823854365,730.981799871553,433.083197686206
821,13.6833333333333,2.7,3,731.263295477203,569.926459251492,432.870185493063,730.735494025992,433.871008769173
822,13.7,2.7,3,731.240943707262,570.211038639815,432.580945030166,731.286536256081,442.625542997543
823,13.7166666666667,2.7,3,731.218864122091,570.495225268144,432.29210509572,729.849036228905,439.418287576192
824,13.7333333333333,2.7,3,731.197050917444,570.779016579547,432.00366823371,730.901487742792,428.242169392974
825,13.75,2.7,3,731.175498425682,571.062410101,431.715636904235,730.772185719446,449.113120602907
826,13.7666666666667,2.7,3,731.154201112417,571.345403441261,431.428013485632,730.477572422235,430.88206602942
827,13.7833333333333,2.7,3,731.133153573263,571.627994288814,431.140800276535,731.617455927782,422.412433736501
828,13.8,2.7,3,731.112350530656,571.910180409857,430.853999497883,730.567521256781,426.145369399238
829,13.8166666666667,2.7,3,731.091786830766,572.191959646346,430.567613294881,731.492936583408,439.789084637266
830,13.8333333333333,2.7,3,731.071457440484,572.473329914091,430.2816437389,731.795531376843,432.37826288336
831,13.85,2.7,3,731.051357444484,572.7542892009,429.996092829337,730.934959596756,439.542472362037
832,13.8666666666667,2.7,3,731.03148204237,573.034835564769,429.710962495417,731.237609139088,430.454404853378
833,13.8833333333333,2.7,3,731.011826545882,573.314967132128,429.426254597958,731.486348384791,456.134715577952
834,13.9,2.7,3,730.992386376186,573.594682096115,429.141970931086,730.932300689011,411.252963845039
835,13.9166666666667,2.7,3,730.973157061221,573.873978714921,428.858113223903,731.374482707894,424.391047096192
836,13.9333333333333,2.7,3,730.954134233128,574.152855310144,428.574683142115,730.017311118414,427.670110868617
837,13.95,2.7,3,730.935313625728,574.431310265219,428.291682289619,731.759248115505,429.250248205849
838,13.9666666666667,2.7,3,730.916691072073,574.709342023863,428.00911221005,730.182435564204,443.648133143156
839,13.9833333333333,2.7,3,730.89826250206,574.986949088572,427.726974388285,729.541266238881,430.083905178458
840,14,2.7,3,730.880023940099,575.264130019154,427.445270251908,731.907321835524,426.211488566295
841,14.0166666666667,2.7,3,730.861971502844,575.540883431296,427.164001172648,730.815428221666,427.900791694897
842,14.0333333333333,2.7,3,730.844101396981,575.817207995175,426.883168467763,731.177200868035,434.954223231622
843,14.05,2.7,3,730.826409917064,576.093102434094,426.602773401407,730.556872130493,419.198326799312
844,14.0666666666667,2.7,3,730.808893443417,576.36856552316,426.322817185948,730.051620565714,431.16455508374
845,14.0833333333333,2.7,3,730.791548440078,576.643596087995,426.043300983264,728.511390943927,409.234936157883
846,14.1,2.7,3,730.774371452801,576.918193003474,425.764225905999,731.239070469094,424.917957685865
847,14.1166666666667,2.7,3,730.757359107103,577.192355192502,425.485593018789,730.54463918346,415.370747271073
848,14.1333333333333,2.7,3,730.740508106359,577.466081624814,425.207403339458,730.594079669475,418.195670766992
849,14.15,2.7,3,730.72381522995,577.739371315811,424.929657840187,731.024774416449,427.964021876896
850,14.1666666666667,2.7,3,730.707277331452,578.012223325422,424.652357448649,729.654120773735,412.569008526986
851,14.1833333333333,2.7,3,730.690891336869,578.284636756999,424.375503049116,730.149642970286,413.753921353198
852,14.2,2.7,3,730.674654242912,578.556610756229,424.099095483542,731.525971501368,407.818772389876
853,14.2166666666667,2.7,3,730.658563115319,578.828144510088,423.823135552617,731.102178672917,399.888933030999
854,14.2333333333333,2.7,3,730.642615087218,579.099237245806,423.547624016794,729.691904392971,421.920281191817
855,14.25,2.7,3,730.626807357526,579.369888229869,423.272561597294,728.991985289836,435.760436083906
856,14.2666666666667,2.7,3,730.611137189392,579.640096767039,422.997948977079,730.187272420107,421.04395326377
857,14.2833333333333,2.7,3,730.595601908676,579.909862199401,422.723786801809,730.754387295884,420.211125778655
858,14.3,2.7,3,730.580198902464,580.179183905435,422.450075680773,731.279442586975,411.208151770226
859,14.3166666666667,2.7,3,730.564925617622,580.448061299105,422.176816187793,730.634469931697,439.181660935226
860,14.3333333333333,2.7,3,730.549779559379,580.716493828977,421.90400886211,729.717024262006,419.225308714936
861,14.35,2.7,3,730.534758289955,580.984480977355,421.631654209247,730.761927391333,435.52941835898
862,14.3666666666667,2.7,3,730.51985942721,581.252022259439,421.359752701852,729.649986955485,425.247419383116
863,14.3833333333333,2.7,3,730.505080643337,581.519117222504,421.088304780518,729.792043453192,418.263120837041
864,14.4,2.7,3,730.49041966358,581.7857654451,420.817310854584,730.005348281442,432.439542268168
865,14.4166666666667,2.7,3,730.475874264982,582.051966536266,420.546771302918,729.563664177425,431.09811332419
866,14.4333333333333,2.7,3,730.461442275171,582.317720134774,420.276686474679,730.260386148738,419.079778298216
867,14.45,2.7,3,730.447121571161,582.583025908379,420.007056690058,729.779358621193,433.925568126214
868,14.4666666666667,2.7,3,730.432910078202,582.847883553098,419.737882241008,730.220930964102,438.868990771957
869,14.4833333333333,2.7,3,730.418805768641,583.112292792496,419.469163391953,730.07568898273,418.764459626515
870,14.5,2.7,3,730.404806660814,583.376253377003,419.200900380471,730.100746031477,416.454887886398
871,14.5166666666667,2.7,3,730.390910817971,583.639765083233,418.933093417978,730.017284891745,423.278907224582
872,14.5333333333333,2.7,3,730.377116347221,583.902827713328,418.665742690381,731.292222804803,422.443610221114
873,14.55,2.7,3,730.363421398501,584.165441094317,418.398848358719,730.816267869941,427.071517145355
874,14.5666666666667,2.7,3,730.349824163579,584.427605077491,418.132410559789,730.393655702628,415.387368672404
875,14.5833333333333,2.7,3,730.336322875067,584.689319537788,417.866429406763,729.24784840109,425.546746020922
876,14.6,2.7,3,730.322915805471,584.950584373199,417.600904989779,729.116569781805,428.862840129934
877,14.6166666666667,2.7,3,730.30960126625,585.211399504184,417.335837376522,728.85175497403,419.2427088574
878,14.6333333333333,2.7,3,730.296377606916,585.471764873108,417.071226612797,732.229432854064,418.71764374785
879,14.65,2.7,3,730.283243214134,585.731680443683,416.80707272308,731.004745324047,403.335627825962
880,14.6666666666667,2.7,3,730.270196510861,585.991146200425,416.54337571106,730.460876390382,403.947494492823
881,14.6833333333333,2.7,3,730.257235955495,586.250162148133,416.280135560165,729.53434953466,400.58425046623
882,14.7,2.7,3,730.244360041049,586.508728311369,416.017352234082,729.393757666721,402.65369925256
883,14.7166666666667,2.7,3,730.231567294345,586.766844733954,415.755025677255,730.63791580667,414.08925838616
884,14.7333333333333,2.7,3,730.218856275221,587.02451147848,415.493155815377,731.380148592152,398.14898145837
885,14.75,2.7,3,730.206225575765,587.281728625829,415.231742555872,728.949764579065,439.354482264561
886,14.7666666666667,2.7,3,730.193673819564,587.538496274707,414.970785788358,729.860220978548,422.910665149364
887,14.7833333333333,2.7,3,730.181199660966,587.794814541186,414.710285385107,730.118654942983,392.503774190426
888,14.8,2.7,3,730.168801784371,588.050683558259,414.45024120149,728.690739878589,402.050367957208
889,14.8166666666667,2.7,3,730.156478903524,588.306103475408,414.190653076408,730.780683187958,413.03941230532
890,14.8333333333333,2.7,3,730.144229760837,588.561074458173,413.931520832723,729.836552844085,395.535199443403
891,14.85,2.7,3,730.132053126721,588.815596687746,413.672844277665,731.550891308787,408.733576895227
892,14.8666666666667,2.7,3,730.119947798936,589.069670360559,413.414623203242,729.829900939618,425.131964313467
893,14.8833333333333,2.7,3,730.107912601953,589.323295687896,413.156857386633,730.411525707204,411.396783429066
894,14.9,2.7,3,730.095946386338,589.576472895501,412.89954659057,729.248264685591,412.177383940146
895,14.9166666666667,2.7,3,730.08404802814,589.829202223207,412.642690563721,729.620399106617,401.885587586446
896,14.9333333333333,2.7,3,730.072216428306,590.081483924567,412.386289041049,729.205024073669,406.418485098822
897,14.95,2.7,3,730.060450512099,590.333318266497,412.130341744176,730.351741370821,397.61462662549
898,14.9666666666667,2.7,3,730.048749228534,590.584705528923,411.874848381732,731.014714140762,415.786477987904
899,14.9833333333333,2.7,3,730.037111549831,590.835646004443,411.619808649694,729.596629362545,406.763098972224
900,15,2.7,3,730.025536470872,591.086139997992,411.365222231722,730.349327011411,419.778572748298
